d.obs,change,d.bearing,d.resultant,mag.resultant,d.0,dist.0,d.1,dist.1,d.2,dist.2,d.3,dist.3,d.4,dist.4,d.5,dist.5,d.6,dist.6,d.7,dist.7,d.8,dist.8,d.9,dist.9,d.10,dist.10,d.11,dist.11,d.12,dist.12,d.13,dist.13,RevisitT,time,x,y,iid
0.9009207350015518,dx,0.8799779071602084,0.905849892599576,0.9999082783643134,NA,NA,0.9105885969999994,20.573977774074102,NA,NA,NA,NA,NA,NA,NA,NA,0.9092510062100333,30.904194029427597,NA,NA,NA,NA,NA,NA,0.8958835450775269,36.220863654020846,NA,NA,0.9073442056984684,23.613668716562756,NA,NA,1560.0,2007-03-21T05:12,446100.378067,6183852.72162,27.828176043521324
-0.7342636324643099,dx,0.9009207350015518,-0.5000520001382821,0.8838883757417682,0.258829283126868,26.526144793342365,-0.32316822998610645,17.942452393555563,NA,NA,NA,NA,NA,NA,NA,NA,-0.8724012635929433,42.24692223839695,NA,NA,-0.7811265954027161,7.607299552885258,NA,NA,0.1207991936051271,27.94895935545919,-0.8436336448767605,71.2697667300144,-0.3084869210048508,16.54965549590567,-0.7867331328630144,7.750578620961111,2100.0,2007-03-21T05:36,446633.348945,6183595.98354,27.23022239756506
0.8574600076750676,dx,0.5461339393084421,-0.26828896942900826,0.5037748432161747,NA,NA,0.4504363754382213,16.43913536757388,0.5706310474693538,14.751776318138974,NA,NA,0.7421266910740072,39.2805683505486,-0.7985858700970129,60.44149586132113,-0.2522142758923127,18.18840394198283,NA,NA,0.0238066423246005,19.640423764022167,0.03782516824986887,5.594086989080053,-0.8902965587235502,34.41456557014342,NA,NA,-0.5871073788601338,89.13670859539337,-0.6481941573552006,95.91111686438512,780.0,2007-03-21T07:53,446753.696848,6183772.21898,39.37982816225896
0.9855674559467991,dx,0.8574600076750676,-0.9669658684186542,0.9861756592447268,NA,NA,-0.9995721199941654,22.90203136137228,-0.9300343607531264,97.31085866101154,NA,NA,-0.9794051074218635,92.63831749863341,-0.8864256625885191,170.68608328338735,-0.9289060865454425,131.10127966278657,NA,NA,-0.9167835718145966,136.4113237604848,-0.971800605715933,119.21747426268942,-0.9721921926880929,109.34205154345706,NA,NA,-0.9993360456968731,55.835920499690644,-0.9515260710670167,120.29395319572278,780.0,2007-03-21T08:01,446945.599018,6183887.37698,105.57392937292357
0.06758091405837613,dx,0.9855674559467991,-0.996022371478467,0.9939841691589248,NA,NA,-0.9947108359142448,54.18921228440716,-0.9999830500532492,162.7114468054721,NA,NA,-0.9997486030111917,149.11294970218123,-0.9675774990710176,230.74839868934407,-0.9644645388268158,238.19895770073316,NA,NA,NA,NA,-0.9999961312747652,168.207039763233,-0.9997832544573217,163.08265582655542,NA,NA,-0.9999457928153237,48.88108494618421,-0.984064457877373,213.58604392499643,840.0,2007-03-21T08:06,447075.918956,6183909.76101,158.7464210714563
-0.10462916427772011,dx,0.06758091405837613,-0.4748020661182653,0.9405668419208671,NA,NA,-0.2026151936227071,191.3319494158078,-0.30692459582962306,156.81110302859514,NA,NA,-0.5557629907018005,223.53412446479842,-0.5431910730536604,240.42298168326377,-0.9443838453788126,244.63803005733126,NA,NA,NA,NA,-0.25582407445874406,177.34893379490077,-0.2500415977235093,185.54419670334704,NA,NA,-0.158204170788797,137.08777428721368,-0.8022998312072912,240.82183392231514,1020.0,2007-03-21T08:15,447088.283922,6183727.21395,199.72676970639702
-0.9987508997248851,dx,-0.10462916427772011,-0.38871397567063853,0.9349777914240227,NA,NA,-0.19019030526322997,213.65972464556245,-0.08743375984362446,165.44660996672891,NA,NA,-0.49683934273078395,231.74338886672174,-0.34318726242937503,245.12999414512723,-0.9525035637359283,229.54418185575986,NA,NA,NA,NA,-0.1301001866959154,104.87978737383165,-0.10647013916542945,147.31613708609243,NA,NA,-0.26291720404516394,139.23555963739057,-0.7013086127704568,234.6780900168676,1980.0,2007-03-21T08:23,447085.73089,6183702.94711,190.18149706600917
0.4953170553746721,dx,-0.9987508997248851,0.5464469626199863,0.784839987660717,NA,NA,0.45897359251777126,234.55685673272947,0.49579019068509295,137.69288451468466,NA,NA,0.31929855980992194,199.94815783673164,0.6505230206567412,92.73584413816619,-0.6514651024294245,40.60917341443221,0.7428272960882003,27.846603253475656,NA,NA,0.9623915375740025,166.89262704051995,0.5046301218672141,219.582912175525,0.3262105583418207,183.30426991525985,0.5226057834591756,126.37408322495939,0.3858222748259918,162.5293874039375,2160.0,2007-03-21T08:48,446924.286949,6183694.87025,144.73389087731107
-0.5053772680272111,dx,0.4953170553746721,0.013328658688431796,0.07489527879113349,NA,NA,0.5168026021862088,110.4677734168218,-0.1426080801250508,26.74734975240935,NA,NA,-0.053053367884819014,67.818857640409,-0.2859923563903094,51.40411827377549,-0.5002872465096848,161.2356917531861,-0.5096849564747364,136.08410326529332,NA,NA,0.7755833999506211,113.60682074276524,0.7738404426715056,84.86681709440418,-0.10656622181279378,63.92735268770154,-0.22997577519030324,44.00994449980509,-0.2270772712119271,11.095517376346194,1500.0,2007-03-21T08:59,446995.406882,6183819.60401,79.20584968208338
0.5547680786872561,dx,-0.5053772680272111,0.5235144873344787,0.9908332384262306,NA,NA,0.6103586280245225,257.32990496113723,0.43479146056678014,213.31905628903766,NA,NA,0.38119511855684807,238.16849612980783,0.4757748444937082,173.4575243909769,0.643021076915864,97.90103864657573,0.5789411576291947,122.04379090009672,0.5270760504026849,289.7341970703927,0.7144851244805939,232.14672760253555,0.6287689576221865,261.52244427761093,0.34299408950917365,221.35287032109892,0.510910829764035,165.26925562704602,0.37626935049733246,201.62527129064173,2160.0,2007-03-21T09:13,446908.206849,6183670.71568,206.15588145891317
